original_url,duplicate_of,sha256,local_path,size_bytes
https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,26ed0f173fadb7fa2307b0d21bb859ae5406ef4cee30af702727db6d4d6cc742,uncategorized/uncategorized-2446f0_364e0a9712d24cc39d9b1ab72f9212a8.png,22662
https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96%7Emv2.png,https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96~mv2.png,6357f2ceb0028b24bf4c1b29c160f398407a5c3c86525406d99493ecbdced7c9,uncategorized/uncategorized-2446f0_e18d164e397e4bcd9db1169f46279e967Emv2.png,149511
https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96~mv2.png,https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96~mv2.png,6357f2ceb0028b24bf4c1b29c160f398407a5c3c86525406d99493ecbdced7c9,uncategorized/uncategorized-2446f0_e18d164e397e4bcd9db1169f46279e96.png,149511
https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,26ed0f173fadb7fa2307b0d21bb859ae5406ef4cee30af702727db6d4d6cc742,logos/primary/logos-primary-2446f0_364e0a9712d24cc39d9b1ab72f9212a8.png,22662
https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,26ed0f173fadb7fa2307b0d21bb859ae5406ef4cee30af702727db6d4d6cc742,uncategorized/uncategorized-2446f0_364e0a9712d24cc39d9b1ab72f9212a8.png,22662
https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96~mv2.png,https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96~mv2.png,6357f2ceb0028b24bf4c1b29c160f398407a5c3c86525406d99493ecbdced7c9,uncategorized/uncategorized-2446f0_e18d164e397e4bcd9db1169f46279e96.png,149511
https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,https://static.wixstatic.com/media/2446f0_364e0a9712d24cc39d9b1ab72f9212a8~mv2.png,26ed0f173fadb7fa2307b0d21bb859ae5406ef4cee30af702727db6d4d6cc742,uncategorized/uncategorized-2446f0_364e0a9712d24cc39d9b1ab72f9212a8.png,22662
https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96~mv2.png,https://static.wixstatic.com/media/2446f0_e18d164e397e4bcd9db1169f46279e96~mv2.png,6357f2ceb0028b24bf4c1b29c160f398407a5c3c86525406d99493ecbdced7c9,uncategorized/uncategorized-2446f0_e18d164e397e4bcd9db1169f46279e96.png,149511
